Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad,id,agegroup,weekday_name,month_name,hour
65.59,28.0,59677.64,161.16,Organized global flexibility,Amandahaven,1,Albania,2016-05-08 22:24:27,0,8792,21-30,Sunday,May,22
84.29,42.0,66176.97,133.42,Multi-layered tangible portal,Robertbury,0,Croatia,2016-07-06 18:36:01,0,8793,41-50,Wednesday,July,18
79.54,44.0,57868.44,187.76,Robust responsive collaboration,North Kimberly,0,Bangladesh,2016-01-01 15:14:24,1,8794,41-50,Friday,January,15
59.59,34.0,59785.94,160.03,Cloned explicit middleware,New Tinamouth,0,Turkmenistan,2016-04-27 04:28:17,1,8795,31-40,Wednesday,April,4
41.73,28.0,59677.64,207.17,Profound executive flexibility,New Michael,1,Bosnia and Herzegovina,2016-07-09 11:18:02,0,8796,21-30,Saturday,July,11
51.24,36.0,76003.47,141.52,Versatile transitional monitoring,North Randy,0,Liechtenstein,2016-06-11 09:37:52,1,8797,31-40,Saturday,June,9
47.48,29.0,53431.35,196.61,User-centric intermediate knowledge user,Jacksonmouth,0,Qatar,2016-01-14 00:23:10,0,8798,21-30,Thursday,January,0
49.21,33.0,75769.82,191.82,Synchronized multi-tasking ability,Youngfort,0,Greece,2016-05-12 21:32:06,1,8799,31-40,Thursday,May,21
75.42,30.0,67186.54,109.07,Fully-configurable foreground solution,Youngfort,1,Guinea,2016-04-27 04:28:17,1,8800,21-30,Wednesday,April,4
42.04,27.0,36884.23,193.29,Advanced heuristic firmware,Browntown,0,Cuba,2016-07-03 04:11:40,0,8801,21-30,Sunday,July,4
55.6,35.0,73889.99,132.63,Secured secondary superstructure,Chrismouth,1,Myanmar,2016-01-26 02:47:17,0,8802,31-40,Tuesday,January,2
86.06,32.0,55424.24,182.2,Up-sized 6thgeneration moratorium,Hernandezside,0,Hungary,2016-06-09 21:43:05,1,8803,31-40,Thursday,June,21
40.04,23.0,61617.98,172.81,Managed disintermediate capability,Hubbardmouth,1,Denmark,2016-03-09 03:41:30,0,8804,21-30,Wednesday,March,3
36.37,40.0,60968.62,198.45,Fully-configurable foreground solution,Port Douglasborough,1,Northern Mariana Islands,2016-07-05 00:54:11,1,8805,31-40,Tuesday,July,0
64.75,36.0,61610.05,140.46,Innovative background conglomeration,North Randy,0,El Salvador,2016-01-03 16:01:40,1,8806,31-40,Sunday,January,16
59.59,34.0,53041.77,212.38,Function-based incremental standardization,Bruceburgh,1,Equatorial Guinea,2016-07-05 22:33:48,0,8807,31-40,Tuesday,July,22
42.04,49.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-04-04 20:01:12,1,8808,41-50,Monday,April,20
66.12,52.0,73049.3,211.87,Automated client-driven orchestration,South Vincentchester,0,Cuba,2016-03-30 16:15:59,1,8809,51-60,Wednesday,March,16
88.04,41.0,51510.18,137.24,Distributed maximized ability,Morganport,0,Turkey,2016-06-03 04:51:46,1,8810,41-50,Friday,June,4
71.33,24.0,52252.91,182.2,Configurable disintermediate throughput,Port Raymondfort,0,Algeria,2016-03-18 13:22:35,0,8811,21-30,Friday,March,13
61.22,31.0,56180.93,194.95,Multi-layered fresh-thinking neural-net,Laurieside,0,Qatar,2016-01-03 07:13:53,0,8812,31-40,Sunday,January,7
56.39,46.0,60938.73,229.22,Proactive actuating Graphical User Interface,South Jaimeview,1,Switzerland,2016-01-22 12:58:14,0,8813,41-50,Friday,January,12
50.08,40.0,62669.59,140.15,User-friendly upward-trending intranet,Petersonfurt,0,Uganda,2016-07-21 10:54:35,1,8814,31-40,Thursday,July,10
54.88,43.0,57868.44,121.28,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,2016-04-17 21:39:11,1,8815,41-50,Sunday,April,21
79.54,33.0,43974.49,196.77,Compatible composite project,West Michaelhaven,0,Hungary,2016-02-27 20:20:25,1,8816,31-40,Saturday,February,20
38.37,32.0,55424.24,182.2,Focused upward-trending core,Hernandezside,0,Lebanon,2016-04-28 22:54:37,0,8817,31-40,Thursday,April,22
89.05,44.0,64828.0,114.69,Open-source local approach,Edwardsport,1,Croatia,2016-01-13 02:39:00,1,8818,41-50,Wednesday,January,2
84.29,28.0,55121.65,172.81,Centralized logistical secured line,Hubbardmouth,0,Gabon,2016-02-15 16:52:04,0,8819,21-30,Monday,February,16
81.75,34.0,34191.23,160.03,Cloned explicit middleware,Hawkinsbury,0,Turkmenistan,2016-03-11 00:05:48,0,8820,31-40,Friday,March,0
80.47,49.0,64564.07,158.42,Reactive composite project,Keithtown,1,Turkey,2016-03-19 14:57:00,1,8821,41-50,Saturday,March,14
79.52,25.0,50671.6,241.03,Re-engineered intangible software,New Tina,1,Georgia,2016-03-11 06:49:10,0,8822,21-30,Friday,March,6
81.75,46.0,66815.54,229.12,Automated multi-state toolset,Richardsonshire,0,Belgium,2016-02-28 23:10:32,1,8823,41-50,Sunday,February,23
55.6,24.0,52252.91,182.2,Profound optimizing utilization,Hernandezside,0,Algeria,2016-02-27 15:04:52,0,8824,21-30,Saturday,February,15
43.6,35.0,53898.89,126.39,Synchronized human-resource moderator,West Samantha,0,Algeria,2016-01-27 18:25:42,1,8825,31-40,Wednesday,January,18
60.23,44.0,60575.99,167.86,Optimized upward-trending productivity,Yangside,1,Turkey,2016-04-03 21:13:46,1,8826,41-50,Sunday,April,21
40.04,23.0,56637.59,172.81,Centralized logistical secured line,Patriciahaven,0,Gabon,2016-03-20 07:12:52,0,8827,21-30,Sunday,March,7
84.98,35.0,50671.6,154.74,Business-focused real-time toolset,Nelsonfurt,1,Hong Kong,2016-04-07 15:18:10,0,8828,31-40,Thursday,April,15
36.08,26.0,35521.88,131.68,Persistent even-keeled application,Melissastad,1,Sri Lanka,2016-05-26 13:18:30,0,8829,21-30,Thursday,May,13
50.63,35.0,41059.64,236.87,Optional multi-state hardware,Port Cassie,1,Papua New Guinea,2016-03-08 18:00:43,0,8830,31-40,Tuesday,March,18
38.37,32.0,55424.24,172.83,Focused upward-trending core,Lisafort,0,Bahamas,2016-04-28 22:54:37,0,8831,31-40,Thursday,April,22
65.59,36.0,50628.31,115.26,Automated object-oriented firmware,Destinyfurt,1,Somalia,2016-02-09 07:21:25,0,8832,31-40,Tuesday,February,7
67.56,52.0,73049.3,230.18,Public-key zero-defect analyzer,East Samanthashire,1,Eritrea,2016-03-30 16:15:59,1,8833,51-60,Wednesday,March,16
83.71,42.0,57868.44,243.61,Innovative interactive portal,Hubbardmouth,1,Serbia,2016-02-15 16:52:04,1,8834,41-50,Monday,February,16
82.07,22.0,67058.72,121.07,Customizable modular Internet solution,Combsstad,0,Brazil,2016-05-23 08:06:24,0,8835,21-30,Monday,May,8
60.23,43.0,73538.09,167.86,Optimized upward-trending productivity,Port Jeffrey,1,Northern Mariana Islands,2016-04-03 21:13:46,1,8836,41-50,Sunday,April,21
46.14,27.0,39193.45,227.63,Progressive analyzing attitude,Brianabury,1,Gibraltar,2016-07-05 00:54:11,0,8837,21-30,Tuesday,July,0
80.31,28.0,71222.4,217.37,Centralized logistical secured line,Hubbardmouth,0,Gabon,2016-02-15 16:52:04,0,8838,21-30,Monday,February,16
60.23,50.0,57868.44,163.48,Focused coherent success,Yangside,1,Turkey,2016-04-03 21:13:46,1,8839,41-50,Sunday,April,21
38.37,36.0,59240.24,140.46,Multi-layered fresh-thinking neural-net,North Brandon,0,Honduras,2016-07-03 04:11:40,0,8840,31-40,Sunday,July,4
46.61,44.0,61009.1,163.48,Optimized upward-trending productivity,Wilcoxport,1,Northern Mariana Islands,2016-04-03 21:13:46,1,8841,41-50,Sunday,April,21
89.05,51.0,39616.0,111.94,Switchable real-time product,Mauriceshire,1,French Southern Territories,2016-03-10 15:07:44,1,8842,51-60,Thursday,March,15
39.96,45.0,54324.73,174.88,Exclusive systematic algorithm,Wintersfort,0,Tonga,2016-06-26 07:01:47,1,8843,41-50,Sunday,June,7
39.3,29.0,71455.62,158.56,Inverse discrete extranet,West Ricardo,0,Uganda,2016-02-27 12:34:19,1,8844,21-30,Saturday,February,12
53.68,37.0,47575.44,214.42,Monitored dynamic instruction set,Garciatown,0,United Arab Emirates,2016-07-03 04:11:40,0,8845,31-40,Sunday,July,4
55.6,24.0,52252.91,182.2,Configurable disintermediate throughput,Kimberlymouth,0,Qatar,2016-03-03 22:31:16,0,8846,21-30,Thursday,March,22
37.87,41.0,64828.0,126.39,Decentralized bottom-line help-desk,East Kevinbury,1,Albania,2016-01-01 15:14:24,1,8847,41-50,Friday,January,15
82.07,48.0,52736.33,212.38,Function-based context-sensitive secured line,Burgessside,1,Turkey,2016-07-17 01:13:56,1,8848,41-50,Sunday,July,1
76.27,45.0,31092.93,158.42,Optimized upward-trending productivity,Wintersfort,1,Turkey,2016-02-28 06:41:44,1,8849,41-50,Sunday,February,6
55.6,35.0,25603.93,236.87,Optional multi-state hardware,West Roytown,0,Ukraine,2016-02-29 23:56:06,1,8850,31-40,Monday,February,23
62.26,25.0,50506.44,233.85,Pre-emptive next generation Internet solution,Palmerside,1,Georgia,2016-04-28 02:55:10,0,8851,21-30,Thursday,April,2
55.6,35.0,19991.72,236.87,Robust uniform framework,Hansenmouth,0,Uruguay,2016-02-29 23:56:06,1,8852,31-40,Monday,February,23
40.04,34.0,20592.99,140.67,Cloned explicit middleware,New Thomas,1,Equatorial Guinea,2016-02-27 08:52:50,0,8853,31-40,Saturday,February,8
56.64,38.0,60953.93,122.04,Expanded radical software,North Johnside,0,Algeria,2016-04-04 22:00:15,0,8854,31-40,Monday,April,22
76.79,40.0,72203.96,198.45,Managed client-server access,New Amanda,1,Western Sahara,2016-04-03 21:13:46,1,8855,31-40,Sunday,April,21
80.46,38.0,63580.22,231.37,Customizable homogeneous contingency,Tylerport,1,Western Sahara,2016-03-11 06:49:10,1,8856,31-40,Friday,March,6
82.07,19.0,73941.91,230.95,Digitized content-based circuit,East Carlos,0,Sri Lanka,2016-06-12 21:21:53,0,8857,<20,Sunday,June,21
55.6,35.0,53898.89,221.18,Polarized modular function,Williamsport,1,Ethiopia,2016-02-11 16:45:41,1,8858,31-40,Thursday,February,16
81.75,33.0,49101.67,188.56,Adaptive contextually-based methodology,New Taylorburgh,1,Cote d'Ivoire,2016-02-09 05:28:18,0,8859,31-40,Tuesday,February,5
60.23,44.0,73538.09,125.22,Focused coherent success,Sarahland,1,Turkey,2016-04-03 21:13:46,1,8860,41-50,Sunday,April,21
47.74,40.0,51317.33,221.98,Balanced heuristic approach,Mauriceshire,1,Western Sahara,2016-03-18 13:22:35,1,8861,31-40,Friday,March,13
53.92,37.0,56729.78,221.79,Networked asymmetric infrastructure,Lake Michelle,1,Ethiopia,2016-02-11 16:45:41,1,8862,31-40,Thursday,February,16
39.96,45.0,59886.58,137.24,Enhanced homogeneous moderator,Wintersfort,1,Bosnia and Herzegovina,2016-06-16 02:01:24,1,8863,41-50,Thursday,June,2
79.91,36.0,52079.18,115.26,Front-line dynamic model,Hatfieldshire,1,Senegal,2016-05-23 00:32:54,0,8864,31-40,Monday,May,0
59.51,46.0,33951.63,191.82,Automated multi-state toolset,Lisamouth,1,Switzerland,2016-07-03 04:11:40,1,8865,41-50,Sunday,July,4
60.72,23.0,61617.98,211.38,Future-proofed coherent budgetary management,Hubbardmouth,1,Czech Republic,2016-03-09 03:41:30,1,8866,21-30,Wednesday,March,3
65.65,30.0,74535.94,219.94,Synchronized systemic hierarchy,New Darlene,0,Qatar,2016-06-29 10:50:45,0,8867,21-30,Wednesday,June,10
57.24,23.0,61840.26,217.37,Total bi-directional success,Wademouth,1,Czech Republic,2016-03-13 13:50:25,1,8868,21-30,Sunday,March,13
34.78,36.0,73882.91,214.33,Front-line bandwidth-monitored capacity,Hatfieldshire,1,Senegal,2016-04-12 04:22:42,0,8869,31-40,Tuesday,April,4
78.41,42.0,57868.44,243.61,Enhanced optimizing website,Lake Jennifer,1,Netherlands Antilles,2016-04-06 11:24:21,1,8870,41-50,Wednesday,April,11
54.08,36.0,32549.95,115.26,Seamless cohesive conglomeration,Port Cassie,1,Indonesia,2016-01-03 16:01:40,0,8871,31-40,Sunday,January,16
65.59,39.0,72154.68,138.87,Intuitive exuding service-desk,New Brandy,0,Costa Rica,2016-05-08 22:24:27,1,8872,31-40,Sunday,May,22
75.71,50.0,52736.33,123.13,Function-based context-sensitive secured line,Burgessside,1,Turkey,2016-01-17 15:10:31,1,8873,41-50,Sunday,January,15
88.04,41.0,57846.68,126.39,Optional multi-state hardware,West Lisa,0,Bulgaria,2016-01-27 18:25:42,1,8874,41-50,Wednesday,January,18
80.3,49.0,39031.89,195.69,Advanced 24/7 productivity,West Brandonton,1,Australia,2016-03-22 06:41:38,1,8875,41-50,Tuesday,March,6
72.23,51.0,74535.94,196.77,Vision-oriented real-time framework,Lake Jennifer,0,Bahrain,2016-01-31 05:12:44,0,8876,51-60,Sunday,January,5
42.6,31.0,27262.51,207.17,Horizontal heuristic support,Dustinchester,0,Czech Republic,2016-04-12 03:26:39,1,8877,31-40,Tuesday,April,3
40.04,23.0,25739.09,222.87,Function-based transitional complexity,Hubbardmouth,0,Serbia,2016-04-27 04:28:17,0,8878,21-30,Wednesday,April,4
53.68,27.0,36884.23,131.29,Monitored object-oriented Graphic Interface,Mataberg,1,Zimbabwe,2016-03-09 14:57:11,0,8879,21-30,Wednesday,March,14
63.26,38.0,65499.93,130.83,Universal 24/7 implementation,Stewartbury,1,Finland,2016-01-23 18:59:21,1,8880,31-40,Saturday,January,18
42.04,28.0,39799.73,207.17,Intuitive exuding service-desk,Jamiefort,0,Croatia,2016-02-26 22:46:43,0,8881,21-30,Friday,February,22
81.75,19.0,58966.22,229.12,Virtual impactful algorithm,South Ronald,1,Switzerland,2016-01-30 16:15:29,0,8882,<20,Saturday,January,16
80.3,49.0,40763.13,195.69,Cloned explicit middleware,New Thomas,1,Namibia,2016-03-11 00:05:48,0,8883,41-50,Friday,March,0
39.94,36.0,29398.61,255.61,Virtual scalable secured line,Garciatown,0,Niger,2016-02-26 19:48:23,0,8884,31-40,Friday,February,19
49.21,27.0,36884.23,131.29,Progressive analyzing attitude,East Heatherside,1,Estonia,2016-03-23 21:06:51,0,8885,21-30,Wednesday,March,21
51.38,34.0,34191.23,168.34,Cloned explicit middleware,New Thomas,1,Namibia,2016-02-27 08:52:50,0,8886,31-40,Saturday,February,8
84.31,25.0,55195.61,245.89,Intuitive radical forecast,Edwardsport,1,French Polynesia,2016-07-08 03:47:41,0,8887,21-30,Friday,July,3
73.72,29.0,53431.35,158.56,Inverse discrete extranet,Westshire,0,Chile,2016-01-14 00:23:10,1,8888,21-30,Thursday,January,0
54.88,26.0,53336.76,204.47,User-centric intermediate knowledge user,Brownport,1,Qatar,2016-06-19 22:08:15,0,8889,21-30,Sunday,June,22
56.16,30.0,33293.78,174.88,Total 5thgeneration standardization,New Travistown,0,Guinea,2016-07-21 10:54:35,1,8890,21-30,Thursday,July,10
41.89,35.0,56113.37,221.18,Customer-focused impactful success,Wrightburgh,1,Myanmar,2016-06-12 21:21:53,0,8891,31-40,Sunday,June,21
73.72,35.0,51119.93,226.54,Optional multi-state hardware,Port Melissaberg,1,Belize,2016-03-18 13:22:35,1,8892,31-40,Friday,March,13
47.64,29.0,69718.19,216.49,Front-line dynamic model,Port Stacy,1,Israel,2016-03-15 17:33:15,0,8893,21-30,Tuesday,March,17
69.88,34.0,34191.23,168.34,Cloned explicit middleware,New Thomas,1,Equatorial Guinea,2016-03-11 00:05:48,0,8894,31-40,Friday,March,0
65.59,39.0,58235.21,207.17,Customizable zero-defect Internet solution,Elizabethbury,1,Hong Kong,2016-06-15 11:56:41,0,8895,31-40,Wednesday,June,11
39.3,29.0,61172.07,216.49,Mandatory coherent groupware,Johnstad,0,Qatar,2016-01-16 16:40:30,0,8896,21-30,Saturday,January,16
73.89,28.0,49282.87,182.65,Organized global flexibility,West Joseph,1,Luxembourg,2016-03-09 06:22:03,1,8897,21-30,Wednesday,March,6
41.73,41.0,50628.31,126.39,Synergistic reciprocal attitude,East Maureen,1,Micronesia,2016-05-13 11:57:12,1,8898,41-50,Friday,May,11
46.61,43.0,41097.17,176.98,Reverse-engineered maximized focus group,Port Jeffrey,0,Bangladesh,2016-02-20 20:47:05,1,8899,41-50,Saturday,February,20
59.59,55.0,36752.24,187.76,Function-based context-sensitive secured line,Hubbardmouth,0,Tonga,2016-04-21 09:30:35,1,8900,51-60,Thursday,April,9
89.05,23.0,58953.01,146.8,Robust logistical utilization,Hubbardmouth,0,China,2016-05-19 14:30:17,1,8901,21-30,Thursday,May,14
74.15,29.0,61172.07,216.49,Sharable reciprocal project,West Shannon,1,Senegal,2016-01-26 02:47:17,0,8902,21-30,Tuesday,January,2
67.8,25.0,50671.6,241.03,Focused systemic benchmark,Lake Rhondaburgh,1,Georgia,2016-03-18 13:00:12,0,8903,21-30,Friday,March,13
82.07,22.0,31215.88,121.07,Profit-focused secondary portal,Combsstad,0,Bahamas,2016-02-19 20:49:27,0,8904,21-30,Friday,February,20
68.88,42.0,59243.46,236.87,Innovative interactive portal,Lake Jennifer,0,Cuba,2016-04-06 11:24:21,1,8905,41-50,Wednesday,April,11
86.06,32.0,69481.85,221.21,Versatile solution-oriented secured line,Mauriceshire,1,Saudi Arabia,2016-01-25 07:39:41,1,8906,31-40,Monday,January,7
47.74,51.0,74535.94,165.27,Extended context-sensitive monitoring,New Thomas,1,Togo,2016-07-14 22:43:29,1,8907,51-60,Thursday,July,22
85.62,27.0,36884.23,193.29,Front-line dynamic model,Jordantown,1,Estonia,2016-07-08 03:47:41,0,8908,21-30,Friday,July,3
72.01,32.0,55424.24,182.2,Focused upward-trending core,Hernandezside,0,Kuwait,2016-04-28 22:54:37,0,8909,31-40,Thursday,April,22
66.89,42.0,58151.87,161.16,Virtual 5thgeneration neural-net,Markhaven,1,Hong Kong,2016-06-24 21:09:58,1,8910,41-50,Friday,June,21
88.12,26.0,64828.0,131.68,Monitored context-sensitive initiative,Shelbyport,1,French Guiana,2016-06-10 03:56:41,0,8911,21-30,Friday,June,3
40.04,23.0,42162.9,211.38,Virtual 5thgeneration neural-net,Hubbardmouth,1,Czech Republic,2016-02-15 16:52:04,1,8912,21-30,Monday,February,16
51.24,36.0,59240.24,178.92,Proactive bandwidth-monitored policy,Destinyfurt,1,Netherlands Antilles,2016-07-08 03:47:41,0,8913,31-40,Friday,July,3
61.22,32.0,69481.85,172.83,Focused upward-trending core,Lisafort,0,Chile,2016-04-28 22:54:37,0,8914,31-40,Thursday,April,22
82.07,22.0,67058.72,136.21,Customizable modular Internet solution,Combsstad,0,Cote d'Ivoire,2016-05-23 08:06:24,0,8915,21-30,Monday,May,8
47.64,46.0,64021.55,130.86,Automated multi-state toolset,Richardsonshire,0,Fiji,2016-04-06 14:16:52,1,8916,41-50,Wednesday,April,14
35.49,27.0,36884.23,168.92,Realigned next generation projection,Mosleyburgh,1,Zimbabwe,2016-07-08 03:47:41,0,8917,21-30,Friday,July,3
41.73,42.0,63497.62,199.43,Virtual 5thgeneration neural-net,Christinehaven,1,United Kingdom,2016-07-23 11:46:28,1,8918,41-50,Saturday,July,11
82.07,41.0,51510.18,137.24,Synergized context-sensitive database,West Lisa,0,El Salvador,2016-07-17 14:26:04,1,8919,41-50,Sunday,July,14
59.05,43.0,73538.09,125.22,Optimized upward-trending productivity,Port Jeffrey,1,Finland,2016-04-03 21:13:46,1,8920,41-50,Sunday,April,21
37.45,31.0,61840.26,207.17,Sharable reciprocal project,West Angelabury,1,Singapore,2016-07-09 11:18:02,0,8921,31-40,Saturday,July,11
66.18,31.0,56180.93,207.17,Balanced empowering success,Jamiefort,0,Singapore,2016-06-21 14:32:32,0,8922,31-40,Tuesday,June,14
41.73,42.0,60514.05,199.43,Innovative interactive portal,Hubbardmouth,1,Czech Republic,2016-04-06 11:24:21,1,8923,41-50,Wednesday,April,11
44.72,38.0,71455.62,230.93,Virtual bandwidth-monitored initiative,South Daniellefort,0,Japan,2016-05-19 14:30:17,1,8924,31-40,Thursday,May,14
80.3,49.0,45632.51,168.34,Streamlined homogeneous analyzer,Hawkinsbury,0,French Southern Territories,2016-03-11 00:05:48,1,8925,41-50,Friday,March,0
50.19,36.0,29398.61,140.46,Versatile transitional monitoring,North Randy,1,Bulgaria,2016-07-13 16:12:24,1,8926,31-40,Wednesday,July,16
55.6,24.0,52252.91,182.2,Focused upward-trending core,Lisafort,0,Algeria,2016-04-28 22:54:37,0,8927,21-30,Thursday,April,22
39.96,45.0,74903.41,124.67,Secured 24hour policy,Greerport,0,Taiwan,2016-03-05 12:03:41,1,8928,41-50,Saturday,March,12
37.0,30.0,57877.15,244.91,De-engineered attitude-oriented projection,South Adamhaven,1,Bolivia,2016-05-08 10:25:08,0,8929,21-30,Sunday,May,10
37.87,44.0,57846.68,187.76,Enhanced homogeneous moderator,West Michaelstad,0,Turkey,2016-03-14 14:13:05,1,8930,41-50,Monday,March,14
86.63,49.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-02-10 15:23:17,1,8931,41-50,Wednesday,February,15
75.55,32.0,55424.24,172.83,Focused upward-trending core,Lisafort,1,Latvia,2016-04-28 22:54:37,0,8932,31-40,Thursday,April,22
59.99,29.0,72203.96,217.1,Programmable uniform website,Port Stacy,1,Zimbabwe,2016-03-15 17:33:15,0,8933,21-30,Tuesday,March,17
51.87,19.0,42650.32,195.69,Managed client-server access,Browntown,1,Cuba,2016-01-05 16:26:44,0,8934,<20,Tuesday,January,16
65.77,23.0,55121.65,236.87,Phased clear-thinking encoding,Hubbardmouth,0,China,2016-05-19 14:30:17,1,8935,21-30,Thursday,May,14
39.85,41.0,59243.46,112.52,Business-focused transitional solution,Nelsonfurt,1,Guernsey,2016-03-18 13:00:12,0,8936,41-50,Friday,March,13
54.37,29.0,61172.07,200.71,Front-line bandwidth-monitored capacity,Johnstad,0,Senegal,2016-05-03 16:02:50,0,8937,21-30,Tuesday,May,16
54.88,22.0,73941.91,121.07,Digitized content-based circuit,Sarahland,0,United States of America,2016-06-21 13:15:21,0,8938,21-30,Tuesday,June,13
82.07,43.0,52563.22,121.28,Devolved zero administration intranet,Port Jeffrey,0,Bangladesh,2016-04-17 21:39:11,1,8939,41-50,Sunday,April,21
51.87,35.0,54875.95,225.58,Robust uniform framework,Wrightburgh,0,Myanmar,2016-05-12 04:35:59,0,8940,31-40,Thursday,May,4
83.71,26.0,74903.41,228.78,Stand-alone eco-centric system engine,Shelbyport,1,Bosnia and Herzegovina,2016-01-08 19:38:45,0,8941,21-30,Friday,January,19
55.6,32.0,55424.24,172.83,Horizontal client-server database,Lisafort,1,Bahamas,2016-04-28 22:54:37,0,8942,31-40,Thursday,April,22
69.15,27.0,69646.35,239.32,Assimilated encompassing portal,Johnstad,0,Ukraine,2016-07-03 04:11:40,0,8943,21-30,Sunday,July,4
51.24,36.0,50628.31,140.15,Vision-oriented asynchronous Internet solution,Youngfort,1,Uganda,2016-01-03 16:01:40,1,8944,31-40,Sunday,January,16
61.84,26.0,35521.88,231.37,Reactive demand-driven capacity,Shelbyport,1,Dominica,2016-03-11 06:49:10,0,8945,21-30,Friday,March,6
42.94,37.0,68877.02,129.31,Vision-oriented attitude-oriented Internet solution,Westshire,0,Moldova,2016-02-10 19:20:51,1,8946,31-40,Wednesday,February,19
47.74,51.0,74535.94,111.94,Extended context-sensitive monitoring,New Thomas,1,Bolivia,2016-02-11 16:45:41,1,8947,51-60,Thursday,February,16
38.37,54.0,53188.69,240.63,Virtual scalable secured line,West Ricardo,0,Lebanon,2016-01-16 23:37:51,1,8948,51-60,Saturday,January,23
70.96,40.0,66873.9,132.63,Synergized coherent interface,Lisafort,1,Honduras,2016-03-31 20:55:22,0,8949,31-40,Thursday,March,20
54.88,22.0,67058.72,200.71,Customizable modular Internet solution,Hawkinsbury,0,Russian Federation,2016-07-03 04:11:40,0,8950,21-30,Sunday,July,4
76.58,43.0,27241.11,167.86,Optimized upward-trending productivity,Port Jeffrey,1,Turkey,2016-04-03 21:13:46,1,8951,41-50,Sunday,April,21
34.78,30.0,57877.15,244.91,De-engineered attitude-oriented projection,South Adamhaven,0,Qatar,2016-01-20 19:09:37,0,8952,21-30,Wednesday,January,19
80.47,25.0,25686.34,240.09,Pre-emptive next generation Internet solution,South Corey,1,Hong Kong,2016-04-07 15:18:10,0,8953,21-30,Thursday,April,15
45.48,24.0,52252.91,182.2,Team-oriented zero-defect initiative,South Henry,0,Fiji,2016-05-25 00:34:59,1,8954,21-30,Wednesday,May,0
55.6,24.0,52252.91,182.2,Distributed tertiary system engine,West James,0,Algeria,2016-02-25 16:33:24,0,8955,21-30,Thursday,February,16
55.6,35.0,73889.99,182.2,Optional multi-state hardware,Wrightburgh,0,Myanmar,2016-07-03 09:22:30,0,8956,31-40,Sunday,July,9
55.6,39.0,71455.62,124.44,Phased zero-defect portal,Jonathanland,0,El Salvador,2016-02-12 08:46:15,1,8957,31-40,Friday,February,8
65.77,31.0,56180.93,207.17,De-engineered tertiary secured line,New Michael,0,French Guiana,2016-06-21 14:32:32,0,8958,31-40,Tuesday,June,14
43.49,19.0,54774.77,133.2,Managed client-server access,New Thomas,1,Burkina Faso,2016-01-12 10:07:29,0,8959,<20,Tuesday,January,10
64.38,23.0,55121.65,223.93,Future-proofed coherent budgetary management,Hubbardmouth,1,United States Virgin Islands,2016-02-15 16:52:04,0,8960,21-30,Monday,February,16
47.64,29.0,53431.35,115.6,Assimilated fault-tolerant hub,East Anthony,0,Bahamas,2016-05-03 16:02:50,0,8961,21-30,Tuesday,May,16
80.3,49.0,54251.78,195.69,Managed client-server access,Penatown,1,Australia,2016-04-04 20:01:12,1,8962,41-50,Monday,April,20
82.07,22.0,51920.49,136.21,Function-based context-sensitive secured line,Combsstad,0,Austria,2016-07-03 04:11:40,0,8963,21-30,Sunday,July,4
41.73,31.0,61840.26,207.17,Managed zero tolerance concept,Dustinchester,1,Singapore,2016-06-21 14:32:32,0,8964,31-40,Tuesday,June,14
81.75,40.0,57545.56,167.22,Self-enabling local strategy,East Carlos,0,Bahamas,2016-03-31 20:55:22,0,8965,31-40,Thursday,March,20
78.36,34.0,59785.94,160.03,Cloned explicit middleware,New Tinamouth,0,Brunei Darussalam,2016-02-20 09:54:06,1,8966,31-40,Saturday,February,9
65.59,39.0,37334.78,221.79,Organized global flexibility,New Brandy,1,Luxembourg,2016-01-23 17:39:06,0,8967,31-40,Saturday,January,17
51.24,30.0,33293.78,140.15,Multi-layered user-facing paradigm,Youngfort,0,Algeria,2016-07-01 01:12:04,1,8968,21-30,Friday,July,1
55.6,30.0,42993.48,128.62,Synchronized multimedia model,North Regina,1,Guinea,2016-01-05 07:52:48,0,8969,21-30,Tuesday,January,7
54.88,50.0,39616.0,122.31,Focused coherent success,Yangside,0,Bangladesh,2016-04-03 21:13:46,1,8970,41-50,Sunday,April,21
39.3,29.0,53431.35,216.49,Multi-lateral multi-state encryption,Christinetown,0,Egypt,2016-01-14 00:23:10,1,8971,21-30,Thursday,January,0
76.2,33.0,61005.87,162.03,Expanded radical software,East Carlos,0,Indonesia,2016-06-10 11:31:33,0,8972,31-40,Friday,June,11
51.87,37.0,23936.86,214.42,Vision-oriented attitude-oriented Internet solution,Lake James,0,Timor-Leste,2016-05-21 01:36:16,0,8973,31-40,Saturday,May,1
35.49,28.0,71222.4,138.87,Intuitive exuding service-desk,Westshire,0,Liberia,2016-02-09 07:21:25,1,8974,21-30,Tuesday,February,7
59.59,34.0,59785.94,160.03,Cloned explicit middleware,New Tinamouth,0,Turkmenistan,2016-04-10 19:48:01,1,8975,31-40,Sunday,April,19
